"Genes"	"Topic"	"count"
"1379"	"EDF1"	"histone"	2
"1380"	"COX4I1"	"histone"	1
"1381"	"ATF6B"	"histone"	0
"1382"	"TEX264"	"histone"	0
"1383"	"DAXX"	"histone"	143
"1384"	"SLC19A1"	"histone"	3
"1385"	"KCNS3"	"histone"	0
"1386"	"TMEM147"	"histone"	0
"1387"	"PDZRN3"	"histone"	1
"1388"	"SLC35C2"	"histone"	1
"1389"	"MGAT1"	"histone"	0
"1390"	"MPLKIP"	"histone"	0
"1391"	"SLC10A3"	"histone"	0
"1392"	"PSD4"	"histone"	0
"1393"	"ZFYVE27"	"histone"	0
"1394"	"SNX17"	"histone"	0
"1395"	"SCAMP3"	"histone"	0
"1396"	"PEX16"	"histone"	2
"1397"	"AAR2"	"histone"	0
"1398"	"P2RX4"	"histone"	1
"1399"	"CTBP2"	"histone"	27
"1400"	"TMEM219"	"histone"	0
"1401"	"GSTK1"	"histone"	0
"1402"	"TSPAN13"	"histone"	1
"1403"	"RHOB"	"histone"	32
"1404"	"URM1"	"histone"	2
"1405"	"MST1R"	"histone"	1
"1406"	"SUMO3"	"histone"	20
"1407"	"MVK"	"histone"	0
"1408"	"GTF3C2"	"histone"	0
"1409"	"LEPROTL1"	"histone"	0
"1410"	"KAT8"	"histone"	130
"1411"	"STAP2"	"histone"	0
"1412"	"TMEM62"	"histone"	0
"1413"	"BRMS1"	"histone"	24
"1414"	"TMEM179B"	"histone"	0
"1415"	"VPS28"	"histone"	0
"1416"	"RBM12"	"histone"	1
"1417"	"C17orf62"	"histone"	0
"1418"	"BLCAP"	"histone"	1
"1419"	"ATP6V0B"	"histone"	0
"1420"	"PSMB4"	"histone"	2
"1421"	"APEH"	"histone"	0
"1422"	"MFSD3"	"histone"	0
"1423"	"NUDT22"	"histone"	0
"1424"	"PIGO"	"histone"	0
"1425"	"MINDY2"	"histone"	0
"1426"	"TM7SF2"	"histone"	0
"1427"	"MRPL4"	"histone"	0
"1428"	"JTB"	"histone"	2
"1429"	"FARSA"	"histone"	0
"1430"	"RENBP"	"histone"	0
"1431"	"TANGO2"	"histone"	0
"1432"	"AP5S1"	"histone"	0
"1433"	"HTRA2"	"histone"	11
"1434"	"NUBP2"	"histone"	0
"1435"	"WRB"	"histone"	2
"1436"	"UBE2I"	"histone"	3
"1437"	"Probes"	"pneumonia"	296
"1438"	"MARCH7"	"pneumonia"	0
"1439"	"SEPT10"	"pneumonia"	0
"1440"	"AASS"	"pneumonia"	1
"1441"	"AATF"	"pneumonia"	0
"1442"	"ACACA"	"pneumonia"	0
"1443"	"ACADM"	"pneumonia"	0
"1444"	"ACE2"	"pneumonia"	23
"1445"	"ACSL1"	"pneumonia"	0
"1446"	"ACSL5"	"pneumonia"	0
"1447"	"ACSM3"	"pneumonia"	0
"1448"	"ACSS3"	"pneumonia"	0
"1449"	"ADAM10"	"pneumonia"	10
"1450"	"ADAMTS3"	"pneumonia"	0
"1451"	"ADD3"	"pneumonia"	0
"1452"	"ADSS"	"pneumonia"	1
"1453"	"AGL"	"pneumonia"	0
"1454"	"AGTPBP1"	"pneumonia"	0
"1455"	"AHCYL2"	"pneumonia"	0
"1456"	"AIFM1"	"pneumonia"	0
"1457"	"AKAP12"	"pneumonia"	0
"1458"	"AKAP7"	"pneumonia"	0
"1459"	"AKAP9"	"pneumonia"	0
"1460"	"ALKBH3"	"pneumonia"	0
"1461"	"ALOX15B"	"pneumonia"	0
"1462"	"ALPK1"	"pneumonia"	0
"1463"	"ANK3"	"pneumonia"	0
"1464"	"ANKRD17"	"pneumonia"	0
"1465"	"ANKRD36C"	"pneumonia"	0
"1466"	"AP2B1"	"pneumonia"	0
"1467"	"AP3B1"	"pneumonia"	3
"1468"	"AP5M1"	"pneumonia"	0
"1469"	"API5"	"pneumonia"	0
"1470"	"AQR"	"pneumonia"	0
"1471"	"ARFGEF1"	"pneumonia"	0
"1472"	"ARHGAP12"	"pneumonia"	0
"1473"	"ARHGAP18"	"pneumonia"	0
"1474"	"ARHGAP42"	"pneumonia"	0
"1475"	"ARID4A"	"pneumonia"	0
"1476"	"ARL15"	"pneumonia"	0
"1477"	"ARL6IP1"	"pneumonia"	0
"1478"	"ARMC8"	"pneumonia"	0
"1479"	"ARPC2"	"pneumonia"	0
"1480"	"ASCC3"	"pneumonia"	0
"1481"	"ASPH"	"pneumonia"	0
"1482"	"ATAD1"	"pneumonia"	0
"1483"	"ATE1"	"pneumonia"	0
"1484"	"ATF1"	"pneumonia"	0
"1485"	"ATG2B"	"pneumonia"	0
"1486"	"ATG3"	"pneumonia"	0
"1487"	"ATG4A"	"pneumonia"	0
"1488"	"ATIC"	"pneumonia"	2
"1489"	"ATMIN"	"pneumonia"	0
"1490"	"ATP11B"	"pneumonia"	0
"1491"	"ATP11C"	"pneumonia"	0
"1492"	"ATP6V1C1"	"pneumonia"	0
"1493"	"ATP6V1D"	"pneumonia"	0
"1494"	"ATP6V1E1"	"pneumonia"	0
"1495"	"ATP9B"	"pneumonia"	1
"1496"	"ATRX"	"pneumonia"	1
"1497"	"AZIN1"	"pneumonia"	0
"1498"	"BAZ1B"	"pneumonia"	0
"1499"	"BBS7"	"pneumonia"	0
"1500"	"BCAP29"	"pneumonia"	0
"1501"	"BCLAF3"	"pneumonia"	0
"1502"	"BLZF1"	"pneumonia"	0
"1503"	"BOD1L1"	"pneumonia"	0
"1504"	"BROX"	"pneumonia"	4
"1505"	"BRWD3"	"pneumonia"	0
"1506"	"BZW1"	"pneumonia"	0
"1507"	"C10orf76"	"pneumonia"	0
"1508"	"C11orf58"	"pneumonia"	0
"1509"	"C12orf4"	"pneumonia"	0
"1510"	"C1GALT1"	"pneumonia"	0
"1511"	"C1orf112"	"pneumonia"	0
"1512"	"C1orf27"	"pneumonia"	0
"1513"	"C5"	"pneumonia"	96
"1514"	"C5orf42"	"pneumonia"	0
"1515"	"C6orf62"	"pneumonia"	0
"1516"	"CAPZA1"	"pneumonia"	0
"1517"	"CAST"	"pneumonia"	59
"1518"	"CBX1"	"pneumonia"	0
"1519"	"CCAR1"	"pneumonia"	0
"1520"	"CCDC91"	"pneumonia"	0
"1521"	"CCNG1"	"pneumonia"	0
"1522"	"CCP110"	"pneumonia"	0
"1523"	"CCSER2"	"pneumonia"	0
"1524"	"CCT4"	"pneumonia"	0
"1525"	"CD164"	"pneumonia"	0
"1526"	"CD46"	"pneumonia"	8
"1527"	"CDC37L1"	"pneumonia"	0
"1528"	"CDC42BPA"	"pneumonia"	1
"1529"	"CDC73"	"pneumonia"	0
"1530"	"CENPC"	"pneumonia"	0
"1531"	"CEP57"	"pneumonia"	0
"1532"	"CEP70"	"pneumonia"	0
"1533"	"CEP83"	"pneumonia"	0
"1534"	"CFH"	"pneumonia"	11
"1535"	"CFTR"	"pneumonia"	127
"1536"	"CHD1"	"pneumonia"	0
"1537"	"CHD6"	"pneumonia"	0
"1538"	"CIR1"	"pneumonia"	0
"1539"	"CKAP2"	"pneumonia"	0
"1540"	"CLCC1"	"pneumonia"	0
"1541"	"CLIP1"	"pneumonia"	0
"1542"	"CLTC"	"pneumonia"	0
"1543"	"CNDP2"	"pneumonia"	0
"1544"	"CNOT1"	"pneumonia"	0
"1545"	"CNOT10"	"pneumonia"	0
"1546"	"CNOT7"	"pneumonia"	0
"1547"	"CNTRL"	"pneumonia"	0
"1548"	"COBLL1"	"pneumonia"	0
"1549"	"COG5"	"pneumonia"	0
"1550"	"COPS2"	"pneumonia"	0
"1551"	"COX15"	"pneumonia"	0
"1552"	"CREB1"	"pneumonia"	3
"1553"	"CS"	"pneumonia"	693
"1554"	"CSE1L"	"pneumonia"	0
"1555"	"CSNK1A1"	"pneumonia"	0
"1556"	"CTNNB1"	"pneumonia"	5
"1557"	"CTR9"	"pneumonia"	0
"1558"	"CUL4A"	"pneumonia"	0
"1559"	"CWC22"	"pneumonia"	0
"1560"	"CYP2C18"	"pneumonia"	0
"1561"	"DAAM1"	"pneumonia"	0
"1562"	"DAP3"	"pneumonia"	0
"1563"	"DARS"	"pneumonia"	3
"1564"	"DCAF6"	"pneumonia"	0
"1565"	"DCBLD2"	"pneumonia"	0
"1566"	"DDHD1"	"pneumonia"	0
"1567"	"DENND4A"	"pneumonia"	0
"1568"	"DENND4C"	"pneumonia"	0
"1569"	"DHX32"	"pneumonia"	0
"1570"	"DICER1"	"pneumonia"	0
"1571"	"DLD"	"pneumonia"	13
"1572"	"DMXL1"	"pneumonia"	0
"1573"	"DNAJC10"	"pneumonia"	0
"1574"	"DNAJC13"	"pneumonia"	0
"1575"	"DNTTIP2"	"pneumonia"	0
"1576"	"DPYD"	"pneumonia"	2
"1577"	"DYNC1LI1"	"pneumonia"	0
"1578"	"DYNLT3"	"pneumonia"	0
"1579"	"ECHDC1"	"pneumonia"	0
"1580"	"EDEM3"	"pneumonia"	0
"1581"	"EED"	"pneumonia"	7
"1582"	"EFCAB7"	"pneumonia"	0
"1583"	"EFR3A"	"pneumonia"	0
"1584"	"EFTUD2"	"pneumonia"	0
"1585"	"EIF3A"	"pneumonia"	0
"1586"	"EIF3D"	"pneumonia"	0
"1587"	"EIF3M"	"pneumonia"	0
"1588"	"ELOA"	"pneumonia"	0
"1589"	"ELOVL5"	"pneumonia"	0
"1590"	"EPB41L4A"	"pneumonia"	0
"1591"	"EPC2"	"pneumonia"	0
"1592"	"EPS8"	"pneumonia"	1
"1593"	"ERC1"	"pneumonia"	0
"1594"	"ERGIC2"	"pneumonia"	0
"1595"	"ERI2"	"pneumonia"	0
"1596"	"EXOC8"	"pneumonia"	0
"1597"	"EXOSC9"	"pneumonia"	0
"1598"	"FAF1"	"pneumonia"	1
"1599"	"FAM102B"	"pneumonia"	0
"1600"	"FAM199X"	"pneumonia"	0
"1601"	"FAM214A"	"pneumonia"	0
"1602"	"FBXL3"	"pneumonia"	0
"1603"	"FBXO3"	"pneumonia"	1
"1604"	"FBXO30"	"pneumonia"	0
"1605"	"FCHO2"	"pneumonia"	0
"1606"	"FEM1B"	"pneumonia"	0
"1607"	"FGD4"	"pneumonia"	0
"1608"	"FGFR1OP2"	"pneumonia"	0
"1609"	"FIG4"	"pneumonia"	0
"1610"	"FIP1L1"	"pneumonia"	3
"1611"	"FNDC3A"	"pneumonia"	0
"1612"	"FNIP2"	"pneumonia"	0
"1613"	"G3BP1"	"pneumonia"	1
"1614"	"GALNT1"	"pneumonia"	0
"1615"	"GART"	"pneumonia"	0
"1616"	"GCC2"	"pneumonia"	1
"1617"	"GCLC"	"pneumonia"	4
"1618"	"GFM2"	"pneumonia"	0
"1619"	"GGNBP2"	"pneumonia"	0
"1620"	"GIGYF2"	"pneumonia"	0
"1621"	"GNA13"	"pneumonia"	0
"1622"	"GNE"	"pneumonia"	0
"1623"	"GOLIM4"	"pneumonia"	0
"1624"	"GOPC"	"pneumonia"	1
"1625"	"GPATCH2"	"pneumonia"	0
"1626"	"GPBP1"	"pneumonia"	0
"1627"	"GPHN"	"pneumonia"	0
"1628"	"GPN3"	"pneumonia"	0
"1629"	"GSKIP"	"pneumonia"	0
"1630"	"GTF2H1"	"pneumonia"	0
"1631"	"HACD2"	"pneumonia"	0
"1632"	"HAT1"	"pneumonia"	0
"1633"	"HCFC2"	"pneumonia"	0
"1634"	"HDAC2"	"pneumonia"	16
"1635"	"HEATR5A"	"pneumonia"	0
"1636"	"HGD"	"pneumonia"	2
"1637"	"HIF1A"	"pneumonia"	16
"1638"	"HMGB1"	"pneumonia"	91
"1639"	"HMGB2"	"pneumonia"	0
"1640"	"HNRNPA3"	"pneumonia"	0
"1641"	"HNRNPDL"	"pneumonia"	0
"1642"	"HNRNPH2"	"pneumonia"	0
"1643"	"HNRNPLL"	"pneumonia"	0
"1644"	"HOOK3"	"pneumonia"	0
"1645"	"HS2ST1"	"pneumonia"	0
"1646"	"HSD17B4"	"pneumonia"	0
"1647"	"HSPA4"	"pneumonia"	0
"1648"	"IBTK"	"pneumonia"	0
"1649"	"ICE1"	"pneumonia"	0
"1650"	"IDH1"	"pneumonia"	0
"1651"	"IDH3A"	"pneumonia"	0
"1652"	"IFT80"	"pneumonia"	0
"1653"	"IL13RA1"	"pneumonia"	6
"1654"	"IMPA1"	"pneumonia"	0
"1655"	"INTS12"	"pneumonia"	0
"1656"	"IPO7"	"pneumonia"	0
"1657"	"IQGAP1"	"pneumonia"	2
"1658"	"KANSL1L"	"pneumonia"	0
"1659"	"KARS"	"pneumonia"	3
"1660"	"KAT2B"	"pneumonia"	1
"1661"	"KATNBL1"	"pneumonia"	0
"1662"	"KDM3A"	"pneumonia"	0
"1663"	"KDM5B"	"pneumonia"	0
"1664"	"KIAA1586"	"pneumonia"	0
"1665"	"KIF27"	"pneumonia"	1
"1666"	"KIF3A"	"pneumonia"	0
"1667"	"KIZ"	"pneumonia"	1
"1668"	"KLHDC10"	"pneumonia"	0
"1669"	"KLHL7"	"pneumonia"	0
"1670"	"KLHL8"	"pneumonia"	0
"1671"	"KMO"	"pneumonia"	0
"1672"	"KNTC1"	"pneumonia"	1
"1673"	"KPNA3"	"pneumonia"	0
"1674"	"KTN1"	"pneumonia"	0
"1675"	"LARP4"	"pneumonia"	0
"1676"	"LGALS8"	"pneumonia"	0
"1677"	"LIG4"	"pneumonia"	1
"1678"	"LIN7C"	"pneumonia"	0
"1679"	"LMBRD2"	"pneumonia"	0
"1680"	"LRPPRC"	"pneumonia"	0
"1681"	"LRRC40"	"pneumonia"	0
"1682"	"LUC7L3"	"pneumonia"	0
"1683"	"LYSMD3"	"pneumonia"	0
"1684"	"MALT1"	"pneumonia"	1
"1685"	"MAN2A1"	"pneumonia"	0
"1686"	"MAP3K4"	"pneumonia"	0
"1687"	"MAP4K5"	"pneumonia"	0
"1688"	"MAP9"	"pneumonia"	0
"1689"	"MAPK9"	"pneumonia"	0
"1690"	"MBD4"	"pneumonia"	0
"1691"	"MBNL1"	"pneumonia"	0
"1692"	"MBNL2"	"pneumonia"	0
"1693"	"MBNL3"	"pneumonia"	0
"1694"	"MECOM"	"pneumonia"	0
"1695"	"MED13"	"pneumonia"	0
"1696"	"MED21"	"pneumonia"	0
"1697"	"MED23"	"pneumonia"	0
"1698"	"METTL4"	"pneumonia"	0
"1699"	"MFN1"	"pneumonia"	0
"1700"	"MFSD2A"	"pneumonia"	0
"1701"	"MIB1"	"pneumonia"	0
"1702"	"MICU1"	"pneumonia"	0
"1703"	"MIPOL1"	"pneumonia"	0
"1704"	"MIS18BP1"	"pneumonia"	0
"1705"	"MKL2"	"pneumonia"	1
"1706"	"MLLT3"	"pneumonia"	0
"1707"	"MMAA"	"pneumonia"	0
"1708"	"MNAT1"	"pneumonia"	0
"1709"	"MOB1B"	"pneumonia"	0
"1710"	"MORC4"	"pneumonia"	0
"1711"	"MORF4L1"	"pneumonia"	1
"1712"	"MOSPD1"	"pneumonia"	0
"1713"	"MOSPD2"	"pneumonia"	0
"1714"	"MR1"	"pneumonia"	4
"1715"	"MRPL3"	"pneumonia"	0
"1716"	"MRPL47"	"pneumonia"	0
"1717"	"MSH2"	"pneumonia"	1
"1718"	"MTDH"	"pneumonia"	0
"1719"	"MTMR6"	"pneumonia"	0
"1720"	"MTUS1"	"pneumonia"	0
"1721"	"MYO6"	"pneumonia"	0
"1722"	"MYO9A"	"pneumonia"	0
"1723"	"MYSM1"	"pneumonia"	0
"1724"	"NAA16"	"pneumonia"	0
"1725"	"NAA50"	"pneumonia"	0
"1726"	"NADK2"	"pneumonia"	0
"1727"	"NAE1"	"pneumonia"	0
"1728"	"NAP1L1"	"pneumonia"	0
"1729"	"NBAS"	"pneumonia"	0
"1730"	"NBEA"	"pneumonia"	0
"1731"	"NBEAL1"	"pneumonia"	0
"1732"	"NEGR1"	"pneumonia"	0
"1733"	"NKAP"	"pneumonia"	0
"1734"	"NMD3"	"pneumonia"	0
"1735"	"NNT"	"pneumonia"	29
"1736"	"NOC3L"	"pneumonia"	0
"1737"	"NOL8"	"pneumonia"	0
"1738"	"NR2C1"	"pneumonia"	0
"1739"	"NSDHL"	"pneumonia"	0
"1740"	"NSMCE2"	"pneumonia"	0
"1741"	"NT5DC1"	"pneumonia"	0
"1742"	"NTN4"	"pneumonia"	0
"1743"	"NUP54"	"pneumonia"	0
"1744"	"NXT2"	"pneumonia"	0
"1745"	"OCRL"	"pneumonia"	1
"1746"	"ODF2L"	"pneumonia"	0
"1747"	"OGFOD1"	"pneumonia"	0
"1748"	"OSBPL8"	"pneumonia"	0
"1749"	"P4HA1"	"pneumonia"	0
"1750"	"PALB2"	"pneumonia"	0
"1751"	"PAPOLA"	"pneumonia"	1
"1752"	"PDE4DIP"	"pneumonia"	0
"1753"	"PDE8A"	"pneumonia"	0
"1754"	"PDIA3"	"pneumonia"	0
"1755"	"PEX3"	"pneumonia"	1
"1756"	"PHF14"	"pneumonia"	0
"1757"	"PHF20L1"	"pneumonia"	0
"1758"	"PHIP"	"pneumonia"	0
"1759"	"PHKB"	"pneumonia"	0
"1760"	"PIAS2"	"pneumonia"	0
"1761"	"PIBF1"	"pneumonia"	0
"1762"	"PIGN"	"pneumonia"	4
"1763"	"PIK3C3"	"pneumonia"	0
"1764"	"PIK3CA"	"pneumonia"	3
"1765"	"PKN2"	"pneumonia"	0
"1766"	"PLA2G4A"	"pneumonia"	14
"1767"	"PLEKHA5"	"pneumonia"	0
"1768"	"PLOD2"	"pneumonia"	0
"1769"	"PNN"	"pneumonia"	1
"1770"	"PNPLA8"	"pneumonia"	0
"1771"	"PNRC2"	"pneumonia"	0
"1772"	"POLA1"	"pneumonia"	0
"1773"	"POLD3"	"pneumonia"	0
"1774"	"POLR3C"	"pneumonia"	0
"1775"	"POSTN"	"pneumonia"	7
"1776"	"POT1"	"pneumonia"	0
"1777"	"PPFIA1"	"pneumonia"	0
"1778"	"PPIG"	"pneumonia"	0
"1779"	"PPM1B"	"pneumonia"	0
"1780"	"PPP1CB"	"pneumonia"	0
"1781"	"PPP1R12A"	"pneumonia"	2
"1782"	"PPP2R3C"	"pneumonia"	0
"1783"	"PPP2R5C"	"pneumonia"	0
"1784"	"PPP3CA"	"pneumonia"	0
"1785"	"PPP4R3B"	"pneumonia"	0
"1786"	"PPP6C"	"pneumonia"	0
"1787"	"PPP6R3"	"pneumonia"	0
"1788"	"PREP"	"pneumonia"	10
"1789"	"PRKAA1"	"pneumonia"	0
"1790"	"PRKDC"	"pneumonia"	3
"1791"	"PRPF39"	"pneumonia"	0
"1792"	"PRPF4B"	"pneumonia"	0
"1793"	"PSMD1"	"pneumonia"	1
"1794"	"PTDSS1"	"pneumonia"	0
"1795"	"PTGES3"	"pneumonia"	0
"1796"	"PTPN2"	"pneumonia"	0
"1797"	"RAB18"	"pneumonia"	0
"1798"	"RAB8B"	"pneumonia"	0
"1799"	"RABGAP1L"	"pneumonia"	0
"1800"	"RAD17"	"pneumonia"	0
"1801"	"RAD21"	"pneumonia"	0
"1802"	"RAI14"	"pneumonia"	0
"1803"	"RANBP2"	"pneumonia"	1
"1804"	"RANBP9"	"pneumonia"	0
"1805"	"RAP1GDS1"	"pneumonia"	0
"1806"	"RAPGEF2"	"pneumonia"	1
"1807"	"RARS"	"pneumonia"	4
"1808"	"RB1"	"pneumonia"	3
"1809"	"RBBP4"	"pneumonia"	0
"1810"	"RBM39"	"pneumonia"	0
"1811"	"RDH11"	"pneumonia"	0
"1812"	"RFX7"	"pneumonia"	0
"1813"	"RHOT1"	"pneumonia"	0
"1814"	"RICTOR"	"pneumonia"	1
"1815"	"RNMT"	"pneumonia"	0
"1816"	"ROBO1"	"pneumonia"	1
"1817"	"ROCK1"	"pneumonia"	3
"1818"	"ROCK2"	"pneumonia"	3
"1819"	"RORA"	"pneumonia"	3
"1820"	"RPRD1A"	"pneumonia"	0
"1821"	"RPS6KC1"	"pneumonia"	0
"1822"	"RSRC2"	"pneumonia"	0
"1823"	"RTN4"	"pneumonia"	1
"1824"	"SACM1L"	"pneumonia"	0
"1825"	"SAMSN1"	"pneumonia"	0
"1826"	"SBNO1"	"pneumonia"	0
"1827"	"SEC23A"	"pneumonia"	0
"1828"	"SEC24B"	"pneumonia"	0
"1829"	"SEC24D"	"pneumonia"	0
"1830"	"SECISBP2L"	"pneumonia"	0
"1831"	"SEL1L3"	"pneumonia"	0
"1832"	"SENP6"	"pneumonia"	0
"1833"	"SERAC1"	"pneumonia"	0
"1834"	"SF3B1"	"pneumonia"	0
"1835"	"SGCB"	"pneumonia"	0
"1836"	"SH3YL1"	"pneumonia"	0
"1837"	"SHOC2"	"pneumonia"	0
"1838"	"SHPRH"	"pneumonia"	0
"1839"	"SKIV2L2"	"pneumonia"	0
"1840"	"SLC1A3"	"pneumonia"	0
"1841"	"SLC30A5"	"pneumonia"	0
"1842"	"SLC39A10"	"pneumonia"	0
"1843"	"SLC4A4"	"pneumonia"	0
"1844"	"SLC9A6"	"pneumonia"	0
"1845"	"SLTM"	"pneumonia"	0
"1846"	"SMAD2"	"pneumonia"	14
"1847"	"SMARCA5"	"pneumonia"	0
"1848"	"SMC1A"	"pneumonia"	1
"1849"	"SMC5"	"pneumonia"	1
"1850"	"SMNDC1"	"pneumonia"	0
"1851"	"SNAP23"	"pneumonia"	0
"1852"	"SNX4"	"pneumonia"	0
"1853"	"SOCS4"	"pneumonia"	0
"1854"	"SOCS5"	"pneumonia"	0
"1855"	"SP4"	"pneumonia"	9
"1856"	"SPINK5"	"pneumonia"	1
"1857"	"SRBD1"	"pneumonia"	0
"1858"	"SREK1"	"pneumonia"	0
"1859"	"SRP54"	"pneumonia"	0
"1860"	"SRPK2"	"pneumonia"	0
"1861"	"SRPRB"	"pneumonia"	0
"1862"	"SRSF11"	"pneumonia"	0
"1863"	"ST3GAL5"	"pneumonia"	0
"1864"	"ST3GAL6"	"pneumonia"	0
"1865"	"STAG2"	"pneumonia"	1
"1866"	"STK17B"	"pneumonia"	0
"1867"	"STRN"	"pneumonia"	0
"1868"	"STX17"	"pneumonia"	1
"1869"	"SUCLA2"	"pneumonia"	0
"1870"	"SUCO"	"pneumonia"	0
"1871"	"SUMO4"	"pneumonia"	0
"1872"	"SYF2"	"pneumonia"	0
"1873"	"SYNJ1"	"pneumonia"	0
"1874"	"TAB2"	"pneumonia"	1
"1875"	"TAF1D"	"pneumonia"	0
"1876"	"TANK"	"pneumonia"	72
"1877"	"TCF12"	"pneumonia"	0
"1878"	"TDP2"	"pneumonia"	0
"1879"	"TERF1"	"pneumonia"	0
"1880"	"TFPI"	"pneumonia"	14
"1881"	"THADA"	"pneumonia"	0
"1882"	"THUMPD1"	"pneumonia"	0
"1883"	"TIPRL"	"pneumonia"	0
"1884"	"TLK1"	"pneumonia"	0
"1885"	"TLR3"	"pneumonia"	56
"1886"	"TM9SF3"	"pneumonia"	0
"1887"	"TMCC1"	"pneumonia"	0
"1888"	"TMEM164"	"pneumonia"	0
"1889"	"TMEM167A"	"pneumonia"	0
"1890"	"TMEM263"	"pneumonia"	0
"1891"	"TMEM268"	"pneumonia"	0
"1892"	"TMEM30A"	"pneumonia"	0
"1893"	"TMEM87A"	"pneumonia"	0
"1894"	"TMF1"	"pneumonia"	0
"1895"	"TOGARAM1"	"pneumonia"	0
"1896"	"TOP1"	"pneumonia"	1
"1897"	"TOPORS"	"pneumonia"	0
"1898"	"TPK1"	"pneumonia"	0
"1899"	"TPP2"	"pneumonia"	0
"1900"	"TRAPPC6B"	"pneumonia"	0
"1901"	"TRIP11"	"pneumonia"	0
"1902"	"TRIP12"	"pneumonia"	0
"1903"	"TRMT1L"	"pneumonia"	0
"1904"	"TRPM7"	"pneumonia"	0
"1905"	"TSNAX"	"pneumonia"	0
"1906"	"TTC1"	"pneumonia"	0
"1907"	"TTC17"	"pneumonia"	0
"1908"	"TTC37"	"pneumonia"	1
"1909"	"TTC39B"	"pneumonia"	0
"1910"	"TWSG1"	"pneumonia"	0
"1911"	"TXNDC9"	"pneumonia"	0
"1912"	"UBA3"	"pneumonia"	0
"1913"	"UBA6"	"pneumonia"	0
"1914"	"UBE2H"	"pneumonia"	0
"1915"	"UBE2Q2"	"pneumonia"	0
"1916"	"UBE2W"	"pneumonia"	0
"1917"	"UBLCP1"	"pneumonia"	0
"1918"	"UBR2"	"pneumonia"	0
"1919"	"UBR5"	"pneumonia"	0
"1920"	"UBXN4"	"pneumonia"	0
"1921"	"UEVLD"	"pneumonia"	0
"1922"	"UFL1"	"pneumonia"	0
"1923"	"UFM1"	"pneumonia"	0
"1924"	"UGP2"	"pneumonia"	0
"1925"	"USO1"	"pneumonia"	0
"1926"	"USP16"	"pneumonia"	0
"1927"	"USP24"	"pneumonia"	0
"1928"	"USP25"	"pneumonia"	0
"1929"	"USP8"	"pneumonia"	0
"1930"	"UVRAG"	"pneumonia"	0
"1931"	"VPS13A"	"pneumonia"	0
"1932"	"VPS26A"	"pneumonia"	0
"1933"	"VPS36"	"pneumonia"	0
"1934"	"VPS41"	"pneumonia"	0
"1935"	"VPS45"	"pneumonia"	0
"1936"	"VPS50"	"pneumonia"	0
"1937"	"VPS8"	"pneumonia"	0
"1938"	"VRK2"	"pneumonia"	0
"1939"	"VWA8"	"pneumonia"	0
"1940"	"WDR33"	"pneumonia"	0
"1941"	"WDR44"	"pneumonia"	0
"1942"	"WDR48"	"pneumonia"	0
"1943"	"XPA"	"pneumonia"	2
"1944"	"XPO4"	"pneumonia"	0
"1945"	"XRCC4"	"pneumonia"	0
"1946"	"XRN1"	"pneumonia"	0
"1947"	"YAP1"	"pneumonia"	1
"1948"	"ZC3H6"	"pneumonia"	0
"1949"	"ZDHHC3"	"pneumonia"	0
"1950"	"ZEB1"	"pneumonia"	4
"1951"	"ZFAND1"	"pneumonia"	0
"1952"	"ZFP30"	"pneumonia"	1
"1953"	"ZFYVE16"	"pneumonia"	0
"1954"	"ZMYM4"	"pneumonia"	0
"1955"	"ZMYND11"	"pneumonia"	0
"1956"	"ZNF138"	"pneumonia"	0
"1957"	"ZNF140"	"pneumonia"	0
"1958"	"ZNF146"	"pneumonia"	0
"1959"	"ZNF175"	"pneumonia"	0
"1960"	"ZNF197"	"pneumonia"	0
"1961"	"ZNF260"	"pneumonia"	0
"1962"	"ZNF280C"	"pneumonia"	0
"1963"	"ZNF330"	"pneumonia"	0
"1964"	"ZNF347"	"pneumonia"	0
"1965"	"ZNF354A"	"pneumonia"	0
"1966"	"ZNF354B"	"pneumonia"	0
"1967"	"ZNF43"	"pneumonia"	0
"1968"	"ZNF438"	"pneumonia"	0
"1969"	"ZNF470"	"pneumonia"	0
"1970"	"ZNF521"	"pneumonia"	0
"1971"	"ZNF561"	"pneumonia"	0
"1972"	"ZNF638"	"pneumonia"	0
"1973"	"ZNF644"	"pneumonia"	0
"1974"	"ZNF699"	"pneumonia"	0
"1975"	"ZNF708"	"pneumonia"	0
"1976"	"ZNF75A"	"pneumonia"	0
"1977"	"ZNF791"	"pneumonia"	0
"1978"	"ZNF83"	"pneumonia"	0
"1979"	"ZNF841"	"pneumonia"	0
"1980"	"ZNF845"	"pneumonia"	0
"1981"	"ZRANB2"	"pneumonia"	0
"1982"	"GAS5"	"pneumonia"	1
"1983"	"GADD45GIP1"	"pneumonia"	0
"1984"	"RPL10A"	"pneumonia"	0
"1985"	"SNORD6"	"pneumonia"	0
"1986"	"S100A3"	"pneumonia"	0
"1987"	"KREMEN1"	"pneumonia"	0
"1988"	"SEMA3B"	"pneumonia"	0
"1989"	"ZNF703"	"pneumonia"	0
"1990"	"APH1A"	"pneumonia"	0
"1991"	"MYADM"	"pneumonia"	0
"1992"	"TMEM128"	"pneumonia"	0
"1993"	"MRPL10"	"pneumonia"	0
"1994"	"ITM2A"	"pneumonia"	0
"1995"	"FEM1A"	"pneumonia"	1
"1996"	"ZFP92"	"pneumonia"	0
